,#proteinId,kogid,kogdefline,kogClass,kogGroup,definition,catalyticActivity,pathway,pathway_class,pathway_type,ecNum,cofactors,gotermId,gotermType,goName,goAcc
2984,5224,['KOG0811'],['SNARE protein PEP12/VAM3/Syntaxin 7/Syntaxin 17'],"['Intracellular trafficking, secretion, and vesicular transport ']",['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[9320, 3727, 9480]","['cellular_component', 'molecular_function', 'biological_process']","['membrane', 'protein binding', 'vesicle-mediated transport']","['GO:0016020', 'GO:0005515', 'GO:0016192']"
2985,5225,"['KOG1212', 'KOG1212', 'KOG1212']","['Amidases', 'Amidases', 'Amidases']","['Lipid transport and metabolism ', 'Translation, ribosomal structure and biogenesis ', 'Signal transduction mechanisms ']","['METABOLISM', 'INFORMATION STORAGE AND PROCESSING', 'CELLULAR PROCESSES AND SIGNALING']","['Amidase.', 'Amidase.', 'Amidase.', 'Amidase.', 'Amidase.', 'Amidase.']","['A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).', 'A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).', 'A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).', 'A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).', 'A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).', 'A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).']","['Tryptophan metabolism', 'Benzoate degradation via CoA ligation', 'Cyanoamino acid metabolism', 'Phenylalanine metabolism', 'Arginine and proline metabolism', 'Styrene degradation']","['Amino Acid Metabolism', 'Biodegradation of Xenobiotics', 'Metabolism of Other Amino Acids', 'Amino Acid Metabolism', 'Amino Acid Metabolism', 'Biodegradation of Xenobiotics']","['METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC']","['3.5.1.4', '3.5.1.4', '3.5.1.4', '3.5.1.4', '3.5.1.4', '3.5.1.4']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","[10079, 2483]","['molecular_function', 'molecular_function']","['carbon-nitrogen ligase activity, with glutamine as amido-N-donor', 'amidase activity']","['GO:0016884', 'GO:0004040']"
2986,5226,['KOG0970'],"['DNA polymerase alpha, catalytic subunit']","['Replication, recombination and repair ']",['INFORMATION STORAGE AND PROCESSING'],"['DNA-directed DNA polymerase.', 'DNA-directed DNA polymerase.', 'DNA-directed DNA polymerase.']","['N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).', 'N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).', 'N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).']","['Purine metabolism', '  DNA polymerase', 'Pyrimidine metabolism']","['Nucleotide Metabolism', 'REPLICATION AND REPAIR', 'Nucleotide Metabolism']","['METABOLIC', 'REGULATORY', 'METABOLIC']","['2.7.7.7', '2.7.7.7', '2.7.7.7']","['\\N', '\\N', '\\N']","[2353, 4421, 162, 2176, 2175, 4301, 16887]","['molecular_function', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'biological_process', 'molecular_function']","['DNA-directed DNA polymerase activity', 'DNA replication', 'nucleotide binding', 'DNA binding', 'nucleic acid binding', 'nucleobase, nucleoside, nucleotide and nucleic acid metabolic process', 'DNA polymerase activity']","['GO:0003887', 'GO:0006260', 'GO:0000166', 'GO:0003677', 'GO:0003676', 'GO:0006139', 'GO:0034061']"
2987,5227,,,,,,,,,,,,"[3935, 6212, 8400]","['cellular_component', 'molecular_function', 'biological_process']","['mitochondrial inner membrane', 'protein transporter activity', 'protein transport']","['GO:0005743', 'GO:0008565', 'GO:0015031']"
2988,5228,,,,,"['Phosphoric monoester hydrolases.', 'Phosphoric monoester hydrolases.', 'Phosphoric monoester hydrolases.', 'Phosphoric monoester hydrolases.', 'Phosphoric monoester hydrolases.', 'Phosphoric monoester hydrolases.']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","['Vitamin B6 metabolism', 'Porphyrin and chlorophyll metabolism', 'Nicotinate and nicotinamide metabolism', 'Thiamine metabolism', 'Aminosugars metabolism', 'Riboflavin metabolism']","['Metabolism of Cofactors and Vitamins', 'Metabolism of Cofactors and Vitamins', 'Metabolism of Cofactors and Vitamins', 'Metabolism of Cofactors and Vitamins', 'Metabolism of Complex Carbohydrates', 'Metabolism of Cofactors and Vitamins']","['METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC']","['3.1.3.-', '3.1.3.-', '3.1.3.-', '3.1.3.-', '3.1.3.-', '3.1.3.-']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","[888, 5817, 5996, 6224, 6581, 9583, 10185, 10316, 11454, 11457, 11471, 13238, 13239, 19191, 19276, 19277]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity', 'protein tyrosine/serine/threonine phosphatase activity', 'protein tyrosine/threonine phosphatase activity', 'JUN kinase phosphatase activity', 'phosphohistidine phosphatase activity', 'inositol bisphosphate phosphatase activity', 'MAP kinase tyrosine/serine/threonine phosphatase activity', 'inositol-1,3,4-trisphosphate 4-phosphatase activity', ""alpha-ribazole-5'-P phosphatase activity"", 'NADP phosphatase activity', 'transmembrane receptor protein phosphatase activity', 'inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity', 'inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity', '5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity', 'phosphatidylinositol-4-phosphate phosphatase activity', 'phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity']","['GO:0001668', 'GO:0008138', 'GO:0008330', 'GO:0008579', 'GO:0008969', 'GO:0016312', 'GO:0017017', 'GO:0017161', 'GO:0019175', 'GO:0019178', 'GO:0019198', 'GO:0030351', 'GO:0030352', 'GO:0043726', 'GO:0043812', 'GO:0043813']"
2989,5231,['KOG1176'],['Acyl-CoA synthetase'],['Lipid transport and metabolism '],['METABOLISM'],['4-coumarate--CoA ligase.'],['ATP + 4-coumarate + CoA = AMP + diphosphate + 4-coumaroyl-CoA.'],"['Flavonoids, stilbene and lignin biosynthesis']",['Biosynthesis of Secondary Metabolites'],['METABOLIC'],['6.2.1.12'],['\\N'],"[2290, 5830, 9491]","['molecular_function', 'biological_process', 'molecular_function']","['catalytic activity', 'metabolic process', '4-coumarate-CoA ligase activity']","['GO:0003824', 'GO:0008152', 'GO:0016207']"
2990,5232,['KOG1488'],['Translational repressor Pumilio/PUF3 and related RNA-binding proteins (Puf superfamily)'],"['Translation, ribosomal structure and biogenesis ']",['INFORMATION STORAGE AND PROCESSING'],,,,,,,,"[2216, 3708]","['molecular_function', 'molecular_function']","['RNA binding', 'binding']","['GO:0003723', 'GO:0005488']"
2991,5233,['KOG3014'],['Protein involved in establishing cohesion between sister chromatids during DNA replication'],"['Replication, recombination and repair ']",['INFORMATION STORAGE AND PROCESSING'],"['Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.', 'Transferring groups other than amino-acyl groups.']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","['Benzoate degradation via CoA ligation', 'Tyrosine metabolism', 'Aminosugars metabolism', 'Glycerolipid metabolism', 'Valine, leucine and isoleucine degradation', 'Ethylbenzene degradation', 'Phenylalanine metabolism', 'Lipopolysaccharide biosynthesis', 'Lysine biosynthesis', 'Butanoate metabolism', 'D-Arginine and D-ornithine metabolism', 'Histidine metabolism', 'Lysine degradation']","['Biodegradation of Xenobiotics', 'Amino Acid Metabolism', 'Metabolism of Complex Carbohydrates', 'Metabolism of Complex Lipids', 'Amino Acid Metabolism', 'Biodegradation of Xenobiotics', 'Amino Acid Metabolism', 'Metabolism of Complex Carbohydrates', 'Amino Acid Metabolism', 'Carbohydrate Metabolism', 'Metabolism of Other Amino Acids', 'Amino Acid Metabolism', 'Amino Acid Metabolism']","['METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC']","['2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-', '2.3.1.-']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","[2585, 2803, 2804, 5765, 6038, 6075, 6565, 9635, 9636, 9637, 9638, 9639, 9640, 9641, 9642, 9643, 9644, 9645, 9646, 9647, 9648, 9649, 9676, 9947, 9948, 9949, 9950, 9951, 9952, 10381, 10382, 11014, 11015, 11016, 11390, 11391, 11465, 11963, 11964, 11965, 15051, 19206, 19228, 19270, 19313, 21363]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['dihydrolipoamide branched chain acyltransferase activity', 'H2A/H2B histone acetyltransferase activity', 'H3/H4 histone acetyltransferase activity', 'N-acetyltransferase activity', 'O-acyltransferase activity', 'acyltransferase activity', 'palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity', 'carnitine O-acyltransferase activity', 'acetyltransferase activity', 'C-acyltransferase activity', 'palmitoyltransferase activity', 'N-acyltransferase activity', 'acylglycerol O-acyltransferase activity', 'serine O-acyltransferase activity', 'O-acetyltransferase activity', 'O-octanoyltransferase activity', 'octanoyltransferase activity', 'O-palmitoyltransferase activity', 'S-acyltransferase activity', 'S-acetyltransferase activity', 'S-malonyltransferase activity', 'malonyltransferase activity', 'C-palmitoyltransferase activity', 'succinyltransferase activity', 'N-succinyltransferase activity', 'O-succinyltransferase activity', 'S-succinyltransferase activity', 'sinapoyltransferase activity', 'O-sinapoyltransferase activity', 'peptidyl-lysine N6-myristoyltransferase activity', 'peptidyl-lysine N6-palmitoyltransferase activity', 'benzoyl acetate-CoA thiolase activity', '3-hydroxybutyryl-CoA thiolase activity', '3-ketopimelyl-CoA thiolase activity', 'N-palmitoyltransferase activity', 'myristoyltransferase activity', 'acyl-CoA N-acyltransferase activity', 'protein-cysteine S-myristoyltransferase activity', 'protein-cysteine S-palmitoleyltransferase activity', 'protein-cysteine S-acyltransferase activity', 'glucosaminyl-phosphotidylinositol O-acyltransferase activity', 'L-2-aminoadipate N-acetyltransferase activity', 'UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity', 'keto acid formate lyase activity', 'Ras palmitoyltransferase activity', 'azetidine-2-carboxylic acid acetyltransferase activity']","['GO:0004147', 'GO:0004405', 'GO:0004406', 'GO:0008080', 'GO:0008374', 'GO:0008415', 'GO:0008951', 'GO:0016406', 'GO:0016407', 'GO:0016408', 'GO:0016409', 'GO:0016410', 'GO:0016411', 'GO:0016412', 'GO:0016413', 'GO:0016414', 'GO:0016415', 'GO:0016416', 'GO:0016417', 'GO:0016418', 'GO:0016419', 'GO:0016420', 'GO:0016454', 'GO:0016748', 'GO:0016749', 'GO:0016750', 'GO:0016751', 'GO:0016752', 'GO:0016753', 'GO:0018030', 'GO:0018031', 'GO:0018711', 'GO:0018712', 'GO:0018713', 'GO:0019105', 'GO:0019107', 'GO:0019186', 'GO:0019705', 'GO:0019706', 'GO:0019707', 'GO:0032216', 'GO:0043741', 'GO:0043764', 'GO:0043806', 'GO:0043849', 'GO:0046941']"
2992,5236,['KOG0416'],['Ubiquitin-protein ligase'],"['Posttranslational modification, protein turnover, chaperones ']",['CELLULAR PROCESSES AND SIGNALING'],['Ubiquitin--protein ligase.'],['ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.'],['\\N'],['\\N'],['\\N'],['6.3.2.19'],['\\N'],"[12037, 19152, 24495, 3200, 24685, 24687, 24690, 24691]","['molecular_function', 'biological_process', 'biological_process', 'molecular_function', 'biological_process', 'biological_process', 'biological_process', 'biological_process']","['small conjugating protein ligase activity', 'post-translational protein modification', 'regulation of protein metabolic process', 'ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity during meiotic cell cycle', 'positive regulation of ubiquitin-protein ligase activity', 'negative regulation of ubiquitin-protein ligase activity']","['GO:0019787', 'GO:0043687', 'GO:0051246', 'GO:0004842', 'GO:0051438', 'GO:0051440', 'GO:0051443', 'GO:0051444']"
2993,5237,['KOG2126'],['Glycosylphosphatidylinositol anchor synthesis protein'],['Signal transduction mechanisms '],['CELLULAR PROCESSES AND SIGNALING'],['Transferring phosphorous-containing groups.'],['\\N'],['\\N'],['\\N'],['\\N'],['2.7.-.-'],['\\N'],[2290],['molecular_function'],['catalytic activity'],['GO:0003824']
2994,5239,['KOG0441'],['Cu2+/Zn2+ superoxide dismutase SOD1'],['Inorganic ion transport and metabolism '],['METABOLISM'],['Superoxide dismutase.'],['2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).'],['\\N'],['\\N'],['\\N'],['1.15.1.1'],['Copper and Zinc or Iron or Manganese.'],"[4918, 21295, 3145]","['biological_process', 'molecular_function', 'molecular_function']","['superoxide metabolic process', 'metal ion binding', 'superoxide dismutase activity']","['GO:0006801', 'GO:0046872', 'GO:0004784']"
2995,5240,['KOG4305'],['RhoGEF GTPase'],['Signal transduction mechanisms '],['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[3425, 3827, 17205, 3419]","['molecular_function', 'cellular_component', 'biological_process', 'molecular_function']","['Rho guanyl-nucleotide exchange factor activity', 'intracellular', 'regulation of Rho protein signal transduction', 'small GTPase regulator activity']","['GO:0005089', 'GO:0005622', 'GO:0035023', 'GO:0005083']"
2996,5241,['KOG1938'],['Protein with predicted involvement in meiosis (GSG1)'],"['Cell cycle control, cell division, chromosome partitioning ']",['METABOLISM'],,,,,,,,,,,
2997,5243,"['KOG4748', 'KOG4748']","['Subunit of Golgi mannosyltransferase complex', 'Subunit of Golgi mannosyltransferase complex']","['Carbohydrate transport and metabolism ', 'Cell wall/membrane/envelope biogenesis ']","['METABOLISM', 'CELLULAR PROCESSES AND SIGNALING']","['Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.', 'Hexosyltransferases.']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","['O-Glycans biosynthesis', 'Fructose and mannose metabolism', 'Peptidoglycan biosynthesis', 'Sphingoglycolipid metabolism', 'Blood group glycolipid biosynthesis - lact series', 'Blood group glycolipid biosynthesis - neolact series', 'Glycerolipid metabolism', 'Globoside metabolism', 'Chondroitin / heparan sulfate biosynthesis', 'Keratan sulfate biosynthesis', 'N-Glycans biosynthesis']","['Metabolism of Complex Carbohydrates', 'Carbohydrate Metabolism', 'Metabolism of Complex Carbohydrates', 'Metabolism of Complex Lipids', 'Metabolism of Complex Lipids', 'Metabolism of Complex Lipids', 'Metabolism of Complex Lipids', 'Metabolism of Complex Lipids', 'Metabolism of Complex Carbohydrates', 'Metabolism of Complex Carbohydrates', 'Metabolism of Complex Carbohydrates']","['METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC', 'METABOLIC']","['2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-', '2.4.1.-']","['\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N', '\\N']","[9321, 9957, 24, 42, 45, 48, 1170, 2430, 2782, 2953, 2959, 6039, 6040, 6042, 6077, 6376, 6535, 9532, 9958, 11017, 11018, 11019, 11020, 11396, 11466, 14119, 16390, 17801, 17803, 19616, 20962, 21342, 21343]","['cellular_component', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['integral to membrane', 'transferase activity, transferring hexosyl groups', 'alpha-1,6-mannosyltransferase activity', 'alpha-1,2-mannosyltransferase activity', 'mannosyltransferase activity', 'alpha-1,3-mannosyltransferase activity', 'alpha-1,3-galactosyltransferase activity', 'UDP-glucose:glycoprotein glucosyltransferase activity', 'glycolipid mannosyltransferase activity', 'oligosaccharyl transferase activity', 'dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity', 'acetylglucosaminyltransferase activity', 'acetylgalactosaminyltransferase activity', 'galactosyltransferase activity', 'fucosyltransferase activity', 'O antigen polymerase activity', 'lipopolysaccharide-1,6-galactosyltransferase activity', 'UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity', 'cellulose synthase activity', '9-phenanthrol UDP-glucuronosyltransferase activity', '1-phenanthrol glycosyltransferase activity', '9-phenanthrol glycosyltransferase activity', '1,2-dihydroxy-phenanthrene glycosyltransferase activity', 'phenanthrol glycosyltransferase activity', 'beta-1,4-mannosyltransferase activity', 'alpha-1,2-galactosyltransferase activity', 'dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity', 'dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity', 'dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity', 'inositol phosphoceramide synthase activity', 'glucosyltransferase activity', 'alpha(1,3)-fucosyltransferase activity', 'alpha(1,6)-fucosyltransferase activity']","['GO:0016021', 'GO:0016758', 'GO:0000009', 'GO:0000026', 'GO:0000030', 'GO:0000033', 'GO:0001962', 'GO:0003980', 'GO:0004376', 'GO:0004576', 'GO:0004583', 'GO:0008375', 'GO:0008376', 'GO:0008378', 'GO:0008417', 'GO:0008755', 'GO:0008921', 'GO:0016253', 'GO:0016759', 'GO:0018715', 'GO:0018716', 'GO:0018717', 'GO:0018718', 'GO:0019112', 'GO:0019187', 'GO:0031278', 'GO:0033556', 'GO:0042281', 'GO:0042283', 'GO:0045140', 'GO:0046527', 'GO:0046920', 'GO:0046921']"
